id,type,source,target,dataset
relationship--34ac1b1b-1103-4fc9-a62e-f1dd1451b28b,mitigates,course-of-action--bcf91ebc-f316-4e19-b2f6-444e9940c697,attack-pattern--fc5fda7e-6b2c-4457-b036-759896a2efa2,ics
relationship--34d4101b-b4c9-4ea3-a84d-81e84e7f5033,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--38213338-1aab-479d-949b-c81b66ccca5c,ics
relationship--350814da-5c36-42f9-8e58-8f9534e6ce0a,uses,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,attack-pattern--ba203963-3182-41ac-af14-7e7ebc83cd61,ics
relationship--351e19c4-c16e-493a-9800-a433107aacf1,uses,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,attack-pattern--d5a69cfb-fc2a-46cb-99eb-74b236db5061,ics
relationship--352ed52c-88ba-4731-a917-4c33da0f29d4,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,ics
relationship--35cf6922-d48f-42ea-b7f5-f0258892bd52,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,ics
relationship--3618a010-b94b-4974-b1be-7630d5c853c1,uses,intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--648f995e-9c3a-41e4-aeee-98bb41037426,ics
relationship--366a4cd1-aa95-4985-9d80-b45a2551e298,mitigates,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,ics
relationship--383e242a-72d4-4b40-8905-888595c34919,uses,malware--a020a61c-423f-4195-8c46-ba1d21abba37,attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee,ics
relationship--3a04717f-b74c-4096-b031-ee7115fdc3c9,uses,campaign--45a98f02-852f-49b2-94c0-c63207bebbbf,attack-pattern--24a9253e-8948-4c98-b751-8e2aee53127c,ics
relationship--3a6cd53d-0d4e-4cf8-8edf-f9ebde4faac4,mitigates,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,ics
relationship--3a7d1db3-9383-4171-8938-382e9b0375c6,uses,malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4,attack-pattern--e076cca8-2f08-45c9-aff7-ea5ac798b387,ics
relationship--3ab912a4-70aa-45f8-b2ef-57113dde2cfa,mitigates,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,attack-pattern--2877063e-1851-48d2-bcc6-bc1d2733157e,ics
relationship--3b6567a9-6213-4db4-a069-1a86b1098b63,mitigates,course-of-action--49363b74-d506-4342-bd63-320586ebadb9,attack-pattern--cfe68e93-ce94-4c0f-a57d-3aa72cedd618,ics
relationship--3be8045a-1f0d-4460-a76b-ae830e74c1e0,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--24a9253e-8948-4c98-b751-8e2aee53127c,ics
relationship--3be9d4d1-17e1-4f3e-b22a-edad8cf0c343,mitigates,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,ics
relationship--3d005ed8-77d3-4fed-9dd5-7e39ba8cb50a,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--b52870cc-83f3-473c-b895-72d91751030b,ics
relationship--3d676c1b-2650-4599-8a57-790c55f9977d,mitigates,course-of-action--4fa717d9-cabe-47c8-8cdd-86e9e2e37f30,attack-pattern--5a2610f6-9fff-41e1-bc27-575ca20383d4,ics
relationship--3da977ab-c863-4e6f-a5b7-68173160da00,mitigates,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,ics
relationship--3db8d8d2-89bb-4241-afeb-9b9332aac78e,uses,campaign--45a98f02-852f-49b2-94c0-c63207bebbbf,attack-pattern--2dc2b567-8821-49f9-9045-8740f3d0b958,ics
relationship--3dde2b07-7c30-4a18-a9df-f85db84f9b14,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,ics
relationship--3ed98d8c-de30-499e-9a62-eae0207519f4,mitigates,course-of-action--3992ce42-43e9-4bea-b8db-a102ec3ec1e3,attack-pattern--8bb4538f-f16f-49f0-a431-70b5444c7349,ics
relationship--3f261739-b6ec-4a86-94a3-146929f9facf,uses,campaign--1169ff24-b35f-4d8d-8cf3-643a2834227f,attack-pattern--097924ce-a9a9-4039-8591-e0deedfb8722,ics
relationship--3f335e8f-68da-4b06-9d96-f371ddaf23e6,mitigates,course-of-action--72e46e53-e12d-4106-9c70-33241b6ed549,attack-pattern--2877063e-1851-48d2-bcc6-bc1d2733157e,ics
relationship--3f76d408-be8a-478e-8a5a-aab1d1f96572,uses,malware--083bb47b-02c8-4423-81a2-f9ef58572974,attack-pattern--d5a69cfb-fc2a-46cb-99eb-74b236db5061,ics
relationship--3fb86696-1d56-42d5-a73d-044a78b588fe,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--1c478716-71d9-46a4-9a53-fa5d576adb60,ics
relationship--40479f3e-d4d2-45f8-893f-f8a4fcf1613c,uses,malware--d3aa1058-b1b3-4c29-a3ba-9a9b90ccd93b,attack-pattern--d67adac8-e3b9-44f9-9e6d-6c2a7d69dbe4,ics
relationship--41adaf0b-b7ae-4bdb-9a5b-567fd0911d7a,mitigates,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,attack-pattern--4c2e1408-9d68-4187-8e6b-a77bc52700ec,ics
relationship--41b87fd8-6e4d-4e53-a282-c85292fdaa22,mitigates,course-of-action--7f153c28-e5f1-4764-88fb-eea1d9b0ad4a,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,ics
relationship--4211c12a-57cf-4ebb-910a-6af7aa09cf34,mitigates,course-of-action--72e46e53-e12d-4106-9c70-33241b6ed549,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,ics
relationship--423271c0-04dc-42d0-8e27-fb0b6067e096,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee,ics
relationship--4256a0c2-437d-4a4c-88ac-d08d3041b8c1,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,ics
relationship--42ab7d24-8286-4a7a-8cd7-02e54a80e13f,mitigates,course-of-action--f9fcb3ec-6de0-4559-8cd9-ef1c0c7d1971,attack-pattern--e72425f8-9ae6-41d3-bfdb-e1b865e60722,ics
relationship--433539bf-cb17-4de1-9c0f-e579b041514f,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--d67adac8-e3b9-44f9-9e6d-6c2a7d69dbe4,ics
relationship--4369da69-bb09-4cc8-8600-081a450f50e0,mitigates,course-of-action--d0909119-2f71-4923-87db-b649881672d7,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,ics
relationship--43b11545-3b70-4284-a369-bed7a0de4fd0,uses,campaign--df8eb785-70f8-4300-b444-277ba849083d,attack-pattern--2dc2b567-8821-49f9-9045-8740f3d0b958,ics
relationship--43bdf580-b98f-49cf-92d5-3dac50450c86,mitigates,course-of-action--7f153c28-e5f1-4764-88fb-eea1d9b0ad4a,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,ics
relationship--446c95ea-5178-4ae9-8f92-cb20dd50f7de,mitigates,course-of-action--4fa717d9-cabe-47c8-8cdd-86e9e2e37f30,attack-pattern--b52870cc-83f3-473c-b895-72d91751030b,ics
relationship--44c857cf-7a4e-405a-87ca-7f6d79000589,mitigates,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,attack-pattern--e33c7ecc-5a38-497f-beb2-a9a2049a4c20,ics
relationship--45ee1822-71e4-4d92-976d-306561b70555,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,ics
relationship--461e81a2-c7ad-499e-908d-05ef2f7bd9cd,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--8e7089d3-fba2-44f8-94a8-9a79c53920c4,ics
relationship--46332a77-2fd6-4033-96cf-6163172775ec,mitigates,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,ics
relationship--4653847b-c089-4435-9159-6f76353833f7,mitigates,course-of-action--e0d38502-decb-481d-ad8b-b8f0a0c330bd,attack-pattern--09a61657-46e1-439e-b3ed-3e4556a78243,ics
relationship--46bc86e4-e20b-4778-80d2-8891039e6fb4,uses,malware--5af7a825-2d9f-400d-931a-e00eb9e27f48,attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee,ics
relationship--47f15a06-8675-4698-833d-bd141ed9e755,mitigates,course-of-action--49363b74-d506-4342-bd63-320586ebadb9,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,ics
relationship--48489baf-56c2-423e-964a-0a61688e4a19,mitigates,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,ics
relationship--491455dc-f7c8-4e12-811b-b8c5c041b4c3,mitigates,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,ics
relationship--4966e63c-ca05-466d-91f9-41d799a54471,mitigates,course-of-action--e0d38502-decb-481d-ad8b-b8f0a0c330bd,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,ics
relationship--49966e16-04a2-4fd7-86cd-aa934040a9d8,uses,campaign--aa73efef-1418-4dbe-b43c-87a498e97234,attack-pattern--ead7bd34-186e-4c79-9a4d-b65bcce6ed9d,ics
relationship--49d38b21-5ce5-48d9-a356-639fc6c7a53d,mitigates,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,attack-pattern--2aa406ed-81c3-4c1d-ba83-cfbee5a2847a,ics
relationship--4b98b72c-a093-4917-a21b-a0b4f388e98e,uses,campaign--aa73efef-1418-4dbe-b43c-87a498e97234,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,ics
relationship--4dd93fd2-6e6d-4c50-a091-6d6ea6903f1e,uses,malware--d3aa1058-b1b3-4c29-a3ba-9a9b90ccd93b,attack-pattern--097924ce-a9a9-4039-8591-e0deedfb8722,ics
relationship--4f83cc15-274d-44c6-859f-e598e362e76e,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--1af9e3fd-2bcc-414d-adbd-fe3b95c02ca1,ics
relationship--502a0b7e-048a-468a-b888-e91fde47c6eb,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,ics
relationship--5041e17d-6349-4589-8c61-7b43964b5f9b,mitigates,course-of-action--bcf91ebc-f316-4e19-b2f6-444e9940c697,attack-pattern--35392fb4-a31d-4c6a-b9f2-1c65b7f5e6b9,ics
relationship--50a2b289-7bce-405d-8515-c2b5424cce5c,mitigates,course-of-action--9f99fcfd-772e-4e63-9d39-e45612e546dc,attack-pattern--3405891b-16aa-4bd7-bd7c-733501f9b20f,ics
relationship--50b3247a-ea71-455e-b299-f00666c05146,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--097924ce-a9a9-4039-8591-e0deedfb8722,ics
relationship--50c20664-75dc-451e-b026-67b1d309e4b5,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--1b22b676-9347-4c55-9a35-ef0dc653db5b,ics
relationship--51eb15a3-48af-470f-94c0-10f25b366d72,uses,malware--d3aa1058-b1b3-4c29-a3ba-9a9b90ccd93b,attack-pattern--2883c520-7957-46ca-89bd-dab1ad53b601,ics
relationship--51eca7b9-6330-48a8-badd-65ed3e9d3639,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--1c478716-71d9-46a4-9a53-fa5d576adb60,ics
relationship--51f9963c-c041-4bec-b482-5fda2fb5bca4,uses,malware--58eddbaf-7416-419a-ad7b-e65b9d4c3b55,attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee,ics
relationship--520aad6a-2483-45bc-a172-2417137f6ca0,mitigates,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,attack-pattern--1af9e3fd-2bcc-414d-adbd-fe3b95c02ca1,ics
relationship--5212f36b-216f-4e32-8b64-3b4c94dfada5,mitigates,course-of-action--5d97c693-e054-48ba-a3a3-eaf6942dfb65,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,ics
relationship--52855d5d-e835-470f-a675-751c2779c861,mitigates,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,ics
relationship--52c7176b-431d-44a6-8c03-7c15a8cf6ce1,mitigates,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,attack-pattern--b5b9bacb-97f2-4249-b804-47fd44de1f95,ics
relationship--531e0589-0dad-444d-aca4-6198ba5d9fcd,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--8535b71e-3c12-4258-a4ab-40257a1becc4,ics
relationship--533bd747-2567-4c53-a10b-938734f8aeab,uses,campaign--45a98f02-852f-49b2-94c0-c63207bebbbf,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,ics
relationship--535c5160-17e0-44eb-9f4b-1a8e216b56a2,uses,malware--4dcff507-5af8-47ce-964a-8d9569e9ccfe,attack-pattern--1b22b676-9347-4c55-9a35-ef0dc653db5b,ics
relationship--53a54e4a-2b38-4b0c-8f60-252a68767443,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--ab390887-afc0-4715-826d-b1b167d522ae,ics
relationship--53af6987-21bb-46fd-bf85-e3eeaa74de1a,mitigates,course-of-action--5d97c693-e054-48ba-a3a3-eaf6942dfb65,attack-pattern--fab8fc7d-f27f-4fbb-9de6-44740aade05f,ics
relationship--5424e327-396f-4b07-94a3-408ffc915686,uses,intrusion-set--190242d7-73fc-4738-af68-20162f7a5aae,attack-pattern--c5e3cdbc-0387-4be9-8f83-ff5c0865f377,ics
relationship--54a977df-ca85-43b2-b2bc-96fdcd23aa9b,uses,malware--6a0d0ea9-b2c4-43fe-a552-ac41a3009dc5,attack-pattern--063b5b92-5361-481a-9c3f-95492ed9a2d8,ics
relationship--56672ea4-cbf0-4a3e-8aed-edcc7d33133b,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--8e7089d3-fba2-44f8-94a8-9a79c53920c4,ics
relationship--56dcc2d7-5243-4a5d-a556-8723642e98a4,uses,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,attack-pattern--53a26eee-1080-4d17-9762-2027d5a1b805,ics
relationship--5714c88f-ca54-46b6-b072-cd1d24714ae0,mitigates,course-of-action--3992ce42-43e9-4bea-b8db-a102ec3ec1e3,attack-pattern--c9a8d958-fcdb-40d2-af4c-461c8031651a,ics
relationship--57510758-786a-4f0a-aab2-101eaf4e7b9f,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--008b8f56-6107-48be-aa9f-746f927dbb61,ics
relationship--575f0e0b-d68d-432b-abb3-cbd3e641fc88,mitigates,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,attack-pattern--b14395bd-5419-4ef4-9bd8-696936f509bb,ics
relationship--578117b2-0f4b-4d75-a2dc-3ee45976e616,mitigates,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,attack-pattern--1af9e3fd-2bcc-414d-adbd-fe3b95c02ca1,ics
relationship--57e8711a-9aae-4a22-94d4-f4c8a3a8f141,uses,campaign--aa73efef-1418-4dbe-b43c-87a498e97234,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,ics
relationship--5804ae3d-0daf-47a5-b026-d42878f55803,mitigates,course-of-action--469b78dd-a54d-4f7c-8c3b-4a1dd916b433,attack-pattern--2d0d40ad-22fa-4cc8-b264-072557e1364b,ics
relationship--58269882-7e8d-4d24-b7a3-dbef6196cb61,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--83ebd22f-b401-4d59-8219-2294172cf916,ics
relationship--58a0fd57-ea5f-46b0-84ac-c5b963fb7e94,mitigates,course-of-action--ddf3e568-f065-49e2-9106-42029a28ddbd,attack-pattern--38213338-1aab-479d-949b-c81b66ccca5c,ics
relationship--58cb4cb5-4b0f-4ce0-b3f9-5deb9de31c52,mitigates,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,attack-pattern--4c2e1408-9d68-4187-8e6b-a77bc52700ec,ics
relationship--590bdd67-31ef-4edd-b2ac-2bd1b98da19c,mitigates,course-of-action--d0909119-2f71-4923-87db-b649881672d7,attack-pattern--2dc2b567-8821-49f9-9045-8740f3d0b958,ics
relationship--5914a482-dbb7-429d-96f3-77f0588ac12d,mitigates,course-of-action--d48b79b2-076d-483e-949c-0d38aa347499,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,ics
relationship--591620d3-5549-49db-9080-43f86a68a590,uses,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,attack-pattern--cfe68e93-ce94-4c0f-a57d-3aa72cedd618,ics
relationship--59cb471f-ad8b-464f-ab8f-c267f329b0dc,uses,campaign--70cab19e-1745-425e-b3db-c02cd5ff157a,attack-pattern--35392fb4-a31d-4c6a-b9f2-1c65b7f5e6b9,ics
relationship--5ae1cf3a-2603-4bf9-ace3-5b1ee5d8d757,mitigates,course-of-action--e0d38502-decb-481d-ad8b-b8f0a0c330bd,attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,ics
relationship--5b701c8d-374a-4a6b-a695-b5c7a747ceb2,uses,malware--b34df04a-9d30-4d84-a03f-0d536ee19a05,attack-pattern--2d0d40ad-22fa-4cc8-b264-072557e1364b,ics
relationship--5bb313a8-8407-4ec1-a4b0-683ded7f3302,uses,malware--083bb47b-02c8-4423-81a2-f9ef58572974,attack-pattern--2736b752-4ec5-4421-a230-8977dea7649c,ics
relationship--5be1f2b1-75fd-4e7e-901b-495cee4ab5ad,mitigates,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,attack-pattern--e076cca8-2f08-45c9-aff7-ea5ac798b387,ics
relationship--5beda54d-cd1f-491b-a85e-d7618a0683ad,uses,campaign--45a98f02-852f-49b2-94c0-c63207bebbbf,attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee,ics
relationship--5bf8473c-3c60-4a8a-8514-c2b50ab8a92d,mitigates,course-of-action--bcf91ebc-f316-4e19-b2f6-444e9940c697,attack-pattern--097924ce-a9a9-4039-8591-e0deedfb8722,ics
relationship--5c0bdf4c-233f-42cd-8900-2a5cc8c9387c,uses,malware--4dcff507-5af8-47ce-964a-8d9569e9ccfe,attack-pattern--d5a69cfb-fc2a-46cb-99eb-74b236db5061,ics
relationship--5c8c8976-2cac-4185-9719-ef55c1032d6a,uses,malware--b34df04a-9d30-4d84-a03f-0d536ee19a05,attack-pattern--e076cca8-2f08-45c9-aff7-ea5ac798b387,ics
relationship--5ca1d677-b41f-4f1e-b86b-f5637a418829,mitigates,course-of-action--3992ce42-43e9-4bea-b8db-a102ec3ec1e3,attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,ics
relationship--5d0a7979-0420-4fd1-b5ad-cb5565cbdf9d,mitigates,course-of-action--98aa0d61-fc9d-4b2d-8f18-b25d03549f53,attack-pattern--1b22b676-9347-4c55-9a35-ef0dc653db5b,ics
relationship--5d33de22-35b0-47fa-bc63-f984522340b7,mitigates,course-of-action--52c7a1a9-3a78-4528-a44f-cd7b0fa3541a,attack-pattern--2900bbd8-308a-4274-b074-5b8bde8347bc,ics
relationship--5d4f6aff-650c-45fe-a9d8-2080d3ea02d7,mitigates,course-of-action--72e46e53-e12d-4106-9c70-33241b6ed549,attack-pattern--e5de767e-f513-41cd-aa15-33f6ce5fbf92,ics
relationship--5de6bf53-0a02-439b-a8d0-248fa9640a36,mitigates,course-of-action--bcf91ebc-f316-4e19-b2f6-444e9940c697,attack-pattern--3b6b9246-43f8-4c69-ad7a-2b11cfe0a0d9,ics
relationship--5dfa5bad-8b0b-4884-bf01-04ea89e3ccf7,mitigates,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,attack-pattern--cd2c76a4-5e23-4ca5-9c40-d5e0604f7101,ics
relationship--5e099568-fb5c-4f58-af7e-4e1b7a9d1128,uses,malware--ac61f1f9-7bb1-465e-9b8a-c2ce8e88baf5,attack-pattern--ba203963-3182-41ac-af14-7e7ebc83cd61,ics
relationship--5f03ee5d-534c-454c-aae3-b41130b00286,mitigates,course-of-action--059ba11e-e3dc-49aa-84ca-88197f40d4ea,attack-pattern--cfe68e93-ce94-4c0f-a57d-3aa72cedd618,ics
relationship--5f5c38f6-aa3e-4447-a2d3-a76830ab36b0,mitigates,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,attack-pattern--09a61657-46e1-439e-b3ed-3e4556a78243,ics
relationship--604a9bf0-81a3-425b-9005-779c4f0f749d,mitigates,course-of-action--9a945a29-5233-4422-a9e3-3e957b0e8bce,attack-pattern--c267bbee-bb59-47fe-85e0-3ed210337c21,ics
relationship--61668e93-6d9d-418d-9fbd-2d88c3a66544,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--b14395bd-5419-4ef4-9bd8-696936f509bb,ics
relationship--61869a8e-d6da-478a-b770-47f97beae8b4,uses,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,malware--6108f800-10b8-4090-944e-be579f01263d,ics
relationship--6258c355-677c-452d-b1fc-27767232437b,uses,malware--5719af9d-6b16-46f9-9b28-fb019541ddbb,attack-pattern--ead7bd34-186e-4c79-9a4d-b65bcce6ed9d,ics
relationship--62e818b8-38e6-42ff-9424-9a327332eb2a,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--2fedbe69-581f-447d-8a78-32ee7db939a9,ics
relationship--63323b12-86db-4b91-a701-90daf3f98f7c,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,ics
relationship--63453d2f-30f6-40ab-b32c-506d940ecd20,mitigates,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,attack-pattern--19a71d1e-6334-4233-8260-b749cae37953,ics
relationship--63ca148e-12c9-4090-b51e-a8fb7a847a2a,uses,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,attack-pattern--09a61657-46e1-439e-b3ed-3e4556a78243,ics
relationship--642cae89-bb5c-46f3-9fea-8d747b930c35,uses,campaign--70cab19e-1745-425e-b3db-c02cd5ff157a,attack-pattern--83ebd22f-b401-4d59-8219-2294172cf916,ics
relationship--648c6649-5861-4b43-a7e5-a9665bafb576,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--3f1f4ccb-9be2-4ff8-8f69-dd972221169b,ics
relationship--64db6a39-64d2-4999-97d7-91c28c32f42e,mitigates,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,attack-pattern--2aa406ed-81c3-4c1d-ba83-cfbee5a2847a,ics
relationship--652a68a2-a26b-4e8c-86dd-fd83187ed043,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--b14395bd-5419-4ef4-9bd8-696936f509bb,ics
relationship--6573327e-3757-424e-8570-04ffe7d5d0e2,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--e6c31185-8040-4267-83d3-b217b8a92f07,ics
relationship--65a45501-10de-46a2-89bf-03bbf17aba33,mitigates,course-of-action--bcf91ebc-f316-4e19-b2f6-444e9940c697,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,ics
relationship--65adbdda-7069-40ed-9825-b79ec87e4916,uses,intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,malware--ac61f1f9-7bb1-465e-9b8a-c2ce8e88baf5,ics
