id,type,source,target,dataset
relationship--6603a100-d655-4e6b-8d38-73c11b89dde4,uses,malware--5719af9d-6b16-46f9-9b28-fb019541ddbb,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,ics
relationship--6637d8e6-6578-4d15-a993-d63ced4c4464,mitigates,course-of-action--3992ce42-43e9-4bea-b8db-a102ec3ec1e3,attack-pattern--2aa406ed-81c3-4c1d-ba83-cfbee5a2847a,ics
relationship--665587ee-1524-4334-9580-2b448c417542,uses,malware--6a0d0ea9-b2c4-43fe-a552-ac41a3009dc5,attack-pattern--097924ce-a9a9-4039-8591-e0deedfb8722,ics
relationship--6681bc38-0b55-4714-b690-c609956b40bf,uses,malware--d3aa1058-b1b3-4c29-a3ba-9a9b90ccd93b,attack-pattern--cd2c76a4-5e23-4ca5-9c40-d5e0604f7101,ics
relationship--668f8c4b-225a-4287-ac5b-7717a4f75b5d,uses,campaign--70cab19e-1745-425e-b3db-c02cd5ff157a,attack-pattern--097924ce-a9a9-4039-8591-e0deedfb8722,ics
relationship--66af47d7-c430-4ac9-8020-fd79b7059037,uses,malware--d3aa1058-b1b3-4c29-a3ba-9a9b90ccd93b,attack-pattern--d5a69cfb-fc2a-46cb-99eb-74b236db5061,ics
relationship--66eb9d6f-498b-4a9a-94d3-fe808460bb68,uses,malware--931e2489-8078-4f9f-85b2-a9211950e75b,attack-pattern--8d2f3bab-507c-4424-b58b-edc977bd215c,ics
relationship--66f79019-d52c-46a6-b605-c2335d1d3d20,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--063b5b92-5361-481a-9c3f-95492ed9a2d8,ics
relationship--671043a9-337f-411a-9ca9-3112e897ab09,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,ics
relationship--679e7b8d-57d7-4c1d-8f42-1496606ea666,uses,intrusion-set--190242d7-73fc-4738-af68-20162f7a5aae,attack-pattern--648f995e-9c3a-41e4-aeee-98bb41037426,ics
relationship--67e11f38-9f68-4989-8de3-da65af52063e,uses,malware--6a0d0ea9-b2c4-43fe-a552-ac41a3009dc5,attack-pattern--2fedbe69-581f-447d-8a78-32ee7db939a9,ics
relationship--6833d534-9cbb-4b9f-85b6-93d3d2d6faca,mitigates,course-of-action--f9fcb3ec-6de0-4559-8cd9-ef1c0c7d1971,attack-pattern--063b5b92-5361-481a-9c3f-95492ed9a2d8,ics
relationship--686cbd74-ef49-4e77-9599-21777d3a4738,mitigates,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,ics
relationship--6895e54e-3968-41a9-9013-a082cd46fa44,uses,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,malware--a020a61c-423f-4195-8c46-ba1d21abba37,ics
relationship--68d30c45-766f-48b6-9405-0c969243332b,mitigates,course-of-action--3992ce42-43e9-4bea-b8db-a102ec3ec1e3,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,ics
relationship--692324b4-064a-430c-8ffc-7f7acd537778,uses,malware--68dca94f-c11d-421e-9287-7c501108e18c,attack-pattern--3405891b-16aa-4bd7-bd7c-733501f9b20f,ics
relationship--69576d3c-d0e8-459e-9f2e-0b9c560b2e04,mitigates,course-of-action--99c746d7-a08a-4169-94f9-b8c0dad716fa,attack-pattern--b7e13ee8-182c-4f19-92a4-a88d7d855d54,ics
relationship--69889c90-e6d0-4007-9078-2bfbd7c18a91,uses,campaign--8fda050f-470d-4401-994e-35c1a6c301de,attack-pattern--138979ba-0430-4de6-a128-2fc0b056ba36,ics
relationship--698d7c50-daab-4087-a7b4-b2bc8dfd81a7,mitigates,course-of-action--bcf91ebc-f316-4e19-b2f6-444e9940c697,attack-pattern--09a61657-46e1-439e-b3ed-3e4556a78243,ics
relationship--69d19946-72fb-40ce-90fb-0757df8353b5,uses,malware--b34df04a-9d30-4d84-a03f-0d536ee19a05,attack-pattern--e6c31185-8040-4267-83d3-b217b8a92f07,ics
relationship--6a5922e1-e282-464d-9e71-ce2c2ed44908,uses,malware--6a0d0ea9-b2c4-43fe-a552-ac41a3009dc5,attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,ics
relationship--6ad39b3a-a962-457f-852c-be7fc615e22f,mitigates,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,attack-pattern--a81696ef-c106-482c-8f80-59c30f2569fb,ics
relationship--6b0e8f60-ecdf-4140-9741-5b50df67353c,uses,campaign--8fda050f-470d-4401-994e-35c1a6c301de,attack-pattern--f8df6b57-14bc-425f-9a91-6f59f6799307,ics
relationship--6b5d2643-b399-43aa-8ab1-7557a0446b07,mitigates,course-of-action--e0d38502-decb-481d-ad8b-b8f0a0c330bd,attack-pattern--e5de767e-f513-41cd-aa15-33f6ce5fbf92,ics
relationship--6b5fd6d8-ef70-4896-b1a4-7b6c29c3a0d4,mitigates,course-of-action--e0d38502-decb-481d-ad8b-b8f0a0c330bd,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,ics
relationship--6baa9172-04e4-416d-a009-668cda23fd5d,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--24a9253e-8948-4c98-b751-8e2aee53127c,ics
relationship--6be4cef2-3d54-4cd8-97df-8a8b37c03605,mitigates,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,attack-pattern--493832d9-cea6-4b63-abe7-9a65a6473675,ics
relationship--6c15ec9f-2b48-419c-adc1-f989833f6187,mitigates,course-of-action--faf2b40e-5981-433f-aa46-17458e0026f7,attack-pattern--35392fb4-a31d-4c6a-b9f2-1c65b7f5e6b9,ics
relationship--6d1906b4-e815-4688-86f1-ce61d403f8c6,mitigates,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,ics
relationship--6d822f86-5793-403a-b176-5d533f6b81b3,uses,malware--083bb47b-02c8-4423-81a2-f9ef58572974,attack-pattern--5e0f75da-e108-4688-a6de-a4f07cc2cbe3,ics
relationship--6e329090-fc8c-4a7f-bbf9-08067ad9ebe5,uses,campaign--70cab19e-1745-425e-b3db-c02cd5ff157a,attack-pattern--8535b71e-3c12-4258-a4ab-40257a1becc4,ics
relationship--6e3c2c04-0838-4863-80a7-d73ef5ac6a64,mitigates,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,ics
relationship--6ed07095-c23a-4676-807f-a544deaeb274,uses,malware--ac61f1f9-7bb1-465e-9b8a-c2ce8e88baf5,attack-pattern--b7e13ee8-182c-4f19-92a4-a88d7d855d54,ics
relationship--6f0384e6-73c8-4fc7-bc0c-0a8c2bfa473d,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--3de230d4-3e42-4041-b089-17e1128feded,ics
relationship--6f2c2043-6487-467a-bb49-e8cd2509ae9f,mitigates,course-of-action--97f33c84-8508-45b9-8a1d-cac921828c9e,attack-pattern--32632a95-6856-47b9-9ab7-fea5cd7dce00,ics
relationship--6f9e3f69-ac1c-479e-ae2d-73dd1413d4dd,uses,malware--931e2489-8078-4f9f-85b2-a9211950e75b,attack-pattern--8e7089d3-fba2-44f8-94a8-9a79c53920c4,ics
relationship--6fa3aee4-2a29-4c0f-9e61-1f7df5eccc00,uses,malware--4dcff507-5af8-47ce-964a-8d9569e9ccfe,attack-pattern--36e9f5bc-ac13-4da4-a2f4-01f4877d9004,ics
relationship--6ff846b1-9444-45f1-837a-4eeeb16bdfe7,uses,malware--6a0d0ea9-b2c4-43fe-a552-ac41a3009dc5,attack-pattern--3de230d4-3e42-4041-b089-17e1128feded,ics
relationship--7041d8e5-3b74-402a-86b3-fd59def80632,mitigates,course-of-action--f0f5c87a-a58d-440a-b3b5-ca679d98c6dd,attack-pattern--a81696ef-c106-482c-8f80-59c30f2569fb,ics
relationship--709c4e40-c5c6-405b-bc3d-0adfea40ccd4,uses,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,attack-pattern--2dc2b567-8821-49f9-9045-8740f3d0b958,ics
relationship--71422483-33e4-4131-a4ec-40322d91d8a0,uses,malware--58eddbaf-7416-419a-ad7b-e65b9d4c3b55,attack-pattern--c267bbee-bb59-47fe-85e0-3ed210337c21,ics
relationship--71c9db9c-6f0c-4e33-a20a-dcd5b791a49a,mitigates,course-of-action--dc61c280-c29d-44e5-a960-c0dd1623d2ba,attack-pattern--2736b752-4ec5-4421-a230-8977dea7649c,ics
relationship--71e9230d-eec8-4ce1-bc96-9288bacc8b13,mitigates,course-of-action--72e46e53-e12d-4106-9c70-33241b6ed549,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,ics
relationship--7200f777-0ddd-4c9c-a022-26d49ea524d3,uses,malware--931e2489-8078-4f9f-85b2-a9211950e75b,attack-pattern--138979ba-0430-4de6-a128-2fc0b056ba36,ics
relationship--7258c355-677c-452d-b1fc-27767232437b,uses,malware--5719af9d-6b16-46f9-9b28-fb019541ddbb,attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee,ics
relationship--730580d4-d68c-407f-9d09-f379e9aefc7e,uses,malware--6a0d0ea9-b2c4-43fe-a552-ac41a3009dc5,attack-pattern--2d0d40ad-22fa-4cc8-b264-072557e1364b,ics
relationship--739e7b8d-57d7-4c1d-8f42-1496606ea666,uses,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,attack-pattern--2dc2b567-8821-49f9-9045-8740f3d0b958,ics
relationship--7411b05d-209a-4907-83ce-00ab1538fbac,mitigates,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,attack-pattern--d67adac8-e3b9-44f9-9e6d-6c2a7d69dbe4,ics
relationship--74b66248-2cb6-46ea-b52c-c7d60c170f3f,uses,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,attack-pattern--2883c520-7957-46ca-89bd-dab1ad53b601,ics
relationship--74ec9ce5-3155-488c-ae56-570c47a1d207,mitigates,course-of-action--52c7a1a9-3a78-4528-a44f-cd7b0fa3541a,attack-pattern--2fedbe69-581f-447d-8a78-32ee7db939a9,ics
relationship--75366cbf-e45f-4cfd-9e76-5af4dfe10766,mitigates,course-of-action--4fa717d9-cabe-47c8-8cdd-86e9e2e37f30,attack-pattern--24a9253e-8948-4c98-b751-8e2aee53127c,ics
relationship--754521fc-4306-4daa-831b-6b6fb45847e2,mitigates,course-of-action--e0d38502-decb-481d-ad8b-b8f0a0c330bd,attack-pattern--5a2610f6-9fff-41e1-bc27-575ca20383d4,ics
relationship--758d5818-f919-4a6b-9dc2-a212595a11bd,mitigates,course-of-action--72e46e53-e12d-4106-9c70-33241b6ed549,attack-pattern--19a71d1e-6334-4233-8260-b749cae37953,ics
relationship--792324b4-064a-430c-8ffc-7f7acd537778,uses,malware--68dca94f-c11d-421e-9287-7c501108e18c,attack-pattern--b7e13ee8-182c-4f19-92a4-a88d7d855d54,ics
relationship--79324bdd-cdab-4d0a-af60-af1047c1d117,mitigates,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,ics
relationship--798919d3-df8b-463f-b2be-4c1aa8089384,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--35392fb4-a31d-4c6a-b9f2-1c65b7f5e6b9,ics
relationship--79d05cb2-ded0-4847-b52e-af7af421f303,uses,malware--ff6840c9-4c87-4d07-bbb6-9f50aa33d498,attack-pattern--b7e13ee8-182c-4f19-92a4-a88d7d855d54,ics
relationship--7a55fc66-0d5c-4ef6-af28-d4a4bb84381d,uses,malware--5af7a825-2d9f-400d-931a-e00eb9e27f48,attack-pattern--138979ba-0430-4de6-a128-2fc0b056ba36,ics
relationship--7aa93b40-80da-4bb6-8a7c-88e5f5e44669,mitigates,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,ics
relationship--7bd6e5e4-6614-41ed-8a84-8eb633a91e07,uses,campaign--aa73efef-1418-4dbe-b43c-87a498e97234,attack-pattern--2dc2b567-8821-49f9-9045-8740f3d0b958,ics
relationship--7bfaf0ff-6d88-460f-aa32-3fb0267b4f20,mitigates,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,attack-pattern--d67adac8-e3b9-44f9-9e6d-6c2a7d69dbe4,ics
relationship--7c1eee62-3307-4e25-8a20-919ccd56ec1c,uses,malware--d3aa1058-b1b3-4c29-a3ba-9a9b90ccd93b,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,ics
relationship--7c2edd6c-5189-4ba9-af3d-bdaff4a699ca,mitigates,course-of-action--d0909119-2f71-4923-87db-b649881672d7,attack-pattern--24a9253e-8948-4c98-b751-8e2aee53127c,ics
relationship--7c3b65e8-e8b7-4c3b-b27b-e216986d8976,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--1af9e3fd-2bcc-414d-adbd-fe3b95c02ca1,ics
relationship--7c893581-c847-495a-aa93-9d98c516e1ae,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,ics
relationship--7cd47eb6-e73a-4a0b-a62e-7e066090b804,uses,campaign--df8eb785-70f8-4300-b444-277ba849083d,attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,ics
relationship--7d0ec383-4c5d-474d-9262-3f3c0d6c05b1,mitigates,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,attack-pattern--1c478716-71d9-46a4-9a53-fa5d576adb60,ics
relationship--7d5759cd-890e-4ec5-b92b-aba225d52960,mitigates,course-of-action--72e46e53-e12d-4106-9c70-33241b6ed549,attack-pattern--2883c520-7957-46ca-89bd-dab1ad53b601,ics
relationship--7d6c4a00-acde-40af-bf91-a4ef009cf135,mitigates,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,ics
relationship--7d752615-33f0-44ed-a156-25d84f384e75,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--1b22b676-9347-4c55-9a35-ef0dc653db5b,ics
relationship--7db9687b-7099-4cb6-a040-bc32fc549a81,mitigates,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,attack-pattern--b14395bd-5419-4ef4-9bd8-696936f509bb,ics
relationship--7dedeb73-ef90-4282-a635-cc37326773af,mitigates,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,attack-pattern--e6c31185-8040-4267-83d3-b217b8a92f07,ics
relationship--7fc9fbfc-ab9f-4189-bc1f-d473e9ef36b5,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--3f1f4ccb-9be2-4ff8-8f69-dd972221169b,ics
relationship--7fdaa9be-aecf-459f-b028-7c35dc8b6451,mitigates,course-of-action--e57ebc6d-785f-40c8-adb1-b5b5e09b3b48,attack-pattern--e5de767e-f513-41cd-aa15-33f6ce5fbf92,ics
relationship--7ff12adb-bc9a-42e5-9cbf-613b200c36dc,mitigates,course-of-action--059ba11e-e3dc-49aa-84ca-88197f40d4ea,attack-pattern--9f947a1c-3860-48a8-8af0-a2dfa3efde03,ics
relationship--808174b7-3ab0-45b5-963e-5c10dd749e3c,mitigates,course-of-action--52c7a1a9-3a78-4528-a44f-cd7b0fa3541a,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,ics
relationship--808c57e7-72ef-4860-b9ea-8ea072e2385a,mitigates,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,attack-pattern--2aa406ed-81c3-4c1d-ba83-cfbee5a2847a,ics
relationship--80a69b56-337d-446a-8167-8b9f63083c4f,uses,malware--d3aa1058-b1b3-4c29-a3ba-9a9b90ccd93b,attack-pattern--2fedbe69-581f-447d-8a78-32ee7db939a9,ics
relationship--81352e47-4317-45e3-88b9-a97dd2166727,uses,campaign--45a98f02-852f-49b2-94c0-c63207bebbbf,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,ics
relationship--81ca994a-b350-424d-8f39-a0b64aa76260,mitigates,course-of-action--dc61c280-c29d-44e5-a960-c0dd1623d2ba,attack-pattern--648f995e-9c3a-41e4-aeee-98bb41037426,ics
relationship--82b20c35-88c6-49aa-8241-a59512b17b74,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--c267bbee-bb59-47fe-85e0-3ed210337c21,ics
relationship--83c29179-4805-403a-acf5-5151c4d2e556,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--2d0d40ad-22fa-4cc8-b264-072557e1364b,ics
relationship--83c8c216-7ff7-4bd3-9db4-573469628d95,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--19a71d1e-6334-4233-8260-b749cae37953,ics
relationship--841ec349-0f4c-43fa-89b8-ef3656497fc9,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--ea0c980c-5cf0-43a7-a049-59c4c207566e,ics
relationship--842a2b85-4e77-4eb6-99e1-c4a231aadf48,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,ics
relationship--856e18a8-df82-402a-9105-ff4b7e4caf12,uses,malware--b34df04a-9d30-4d84-a03f-0d536ee19a05,attack-pattern--24a9253e-8948-4c98-b751-8e2aee53127c,ics
relationship--868db512-b897-4a54-ae56-ac78f6c93a14,uses,malware--d3aa1058-b1b3-4c29-a3ba-9a9b90ccd93b,attack-pattern--ead7bd34-186e-4c79-9a4d-b65bcce6ed9d,ics
relationship--86d45e92-80ba-4f97-b3a3-03ad3469658b,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,ics
relationship--86f1655a-db46-4d49-9051-6653da83eb13,mitigates,course-of-action--f9fcb3ec-6de0-4559-8cd9-ef1c0c7d1971,attack-pattern--3405891b-16aa-4bd7-bd7c-733501f9b20f,ics
relationship--874752f4-59a2-46e9-ae28-befe0142b223,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--c9a8d958-fcdb-40d2-af4c-461c8031651a,ics
relationship--87c8ab74-576d-4962-b641-0762d374d1e8,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,ics
relationship--8a06c15b-b7e5-4374-9265-8d9020e126cd,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--2736b752-4ec5-4421-a230-8977dea7649c,ics
relationship--8a604466-8437-4fe6-b6db-ec8fb05d702a,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--1c478716-71d9-46a4-9a53-fa5d576adb60,ics
relationship--8a86ad59-dff1-46dc-8ffd-3c62b96c6e62,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--ead7bd34-186e-4c79-9a4d-b65bcce6ed9d,ics
relationship--8b17ad46-b0cc-4766-9cae-eba32260d468,mitigates,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,attack-pattern--a81696ef-c106-482c-8f80-59c30f2569fb,ics
relationship--8b2d82aa-75fc-4d6d-bb4b-9f600bd211fd,uses,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,attack-pattern--e6c31185-8040-4267-83d3-b217b8a92f07,ics
relationship--8b7403f5-90d2-4d2c-a484-87d29f419a9f,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,ics
relationship--8ca2fe75-9bb3-4af5-8fee-accd33d6d2ec,mitigates,course-of-action--d0909119-2f71-4923-87db-b649881672d7,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,ics
relationship--8d0d6365-7bc0-417d-9268-c7c31fcb0d91,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--b0628bfc-5376-4a38-9182-f324501cb4cf,ics
relationship--8ecf5eac-7767-411b-b54a-b374ea51b9e9,mitigates,course-of-action--f0f5c87a-a58d-440a-b3b5-ca679d98c6dd,attack-pattern--138979ba-0430-4de6-a128-2fc0b056ba36,ics
relationship--8f76d408-be8a-478e-8a5a-aab1d1f96572,uses,malware--083bb47b-02c8-4423-81a2-f9ef58572974,attack-pattern--3de230d4-3e42-4041-b089-17e1128feded,ics
relationship--8f7ccb2b-de2a-4a5c-9f1e-d5e58e69efa8,mitigates,course-of-action--337c4e2a-21a7-4d9a-bfee-9efd6cebf0e5,attack-pattern--fa3aa267-da22-4bdd-961f-03223322a8d5,ics
relationship--8f90363e-2825-4178-807f-9268a28760fa,mitigates,course-of-action--9e3adcad-0b8f-4ecc-a2f3-06f607f53bf0,attack-pattern--c267bbee-bb59-47fe-85e0-3ed210337c21,ics
relationship--8fa6fe89-e704-4be4-a15b-50e188084aa3,mitigates,course-of-action--059ba11e-e3dc-49aa-84ca-88197f40d4ea,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,ics
relationship--8fcecf74-36df-41ab-9476-539c9ac0b339,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,ics
relationship--90d9c8e3-0250-4096-8d98-7ca1d324d654,uses,malware--083bb47b-02c8-4423-81a2-f9ef58572974,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,ics
relationship--91f29477-2ff6-4dbf-bf68-c8825a938851,mitigates,course-of-action--97f33c84-8508-45b9-8a1d-cac921828c9e,attack-pattern--cfe68e93-ce94-4c0f-a57d-3aa72cedd618,ics
relationship--92d1fd4f-6cc7-4db5-82f8-f8caa5ff59f0,mitigates,course-of-action--f9fcb3ec-6de0-4559-8cd9-ef1c0c7d1971,attack-pattern--53a26eee-1080-4d17-9762-2027d5a1b805,ics
relationship--93e24e03-6425-4ee8-99bb-c3a662c6cdce,uses,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,ics
relationship--94654460-b115-4056-beb1-e982ed33437b,mitigates,course-of-action--f9fcb3ec-6de0-4559-8cd9-ef1c0c7d1971,attack-pattern--fa3aa267-da22-4bdd-961f-03223322a8d5,ics
relationship--9515f24c-1c33-4197-b9c9-b9992bc696ca,uses,malware--4dcff507-5af8-47ce-964a-8d9569e9ccfe,attack-pattern--fc5fda7e-6b2c-4457-b036-759896a2efa2,ics
relationship--966b59c0-8641-432c-84f7-b2a712004d74,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--8e7089d3-fba2-44f8-94a8-9a79c53920c4,ics
relationship--968830b7-ee80-4a6e-96a4-9fc70470e4a9,mitigates,course-of-action--de0bc375-50e1-4e26-a342-a8ff8c9d3037,attack-pattern--32632a95-6856-47b9-9ab7-fea5cd7dce00,ics
relationship--973f5884-a076-413e-ac96-f0bd01375fb6,mitigates,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,attack-pattern--09a61657-46e1-439e-b3ed-3e4556a78243,ics
relationship--97756c8a-b702-472b-8d67-15464a73093e,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--e33c7ecc-5a38-497f-beb2-a9a2049a4c20,ics
relationship--97c5b388-518a-46ec-b2b0-41bfa6a83204,mitigates,course-of-action--97f33c84-8508-45b9-8a1d-cac921828c9e,attack-pattern--9f947a1c-3860-48a8-8af0-a2dfa3efde03,ics
relationship--984992e3-0407-406a-b8dd-c114d8b2d9a2,mitigates,course-of-action--72e46e53-e12d-4106-9c70-33241b6ed549,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,ics
relationship--984d517f-56a1-4eb4-95e5-994eb9c6c3b5,uses,campaign--df8eb785-70f8-4300-b444-277ba849083d,attack-pattern--1c5cf58c-a34a-40d7-82f4-f987cdfc2b91,ics
relationship--98567b03-7421-4761-8caa-cbea82d89fe3,mitigates,course-of-action--9a945a29-5233-4422-a9e3-3e957b0e8bce,attack-pattern--77d9c726-b53e-481d-8bcc-1068aebfbb9d,ics
relationship--98f1d575-a975-42ae-8b00-2c9e22d560d5,mitigates,course-of-action--5d97c693-e054-48ba-a3a3-eaf6942dfb65,attack-pattern--8d2f3bab-507c-4424-b58b-edc977bd215c,ics
